Entity	QRank	city	cityLabel	maxPopulation
Q23051	590573	http://www.wikidata.org/entity/Q23051	Swansea	245508.0
Q3844	588581	http://www.wikidata.org/entity/Q3844	Brazzaville	1733263.0
Q1010	586824	http://www.wikidata.org/entity/Q1010	Maribor	96211.0
Q3703	585169	http://www.wikidata.org/entity/Q3703	Bamako	4227569.0
Q3894	585096	http://www.wikidata.org/entity/Q3894	Kampala	1680600.0
Q6252	583227	http://www.wikidata.org/entity/Q6252	Monza	121799.0
Q134291	582410	http://www.wikidata.org/entity/Q134291	Mersin	1814468.0
Q129259	581054	http://www.wikidata.org/entity/Q129259	Niš	183164.0
Q170263	577397	http://www.wikidata.org/entity/Q170263	Chester	87507.0
Q81788	577092	http://www.wikidata.org/entity/Q81788	Giza	5598402.0
Q43631	576819	http://www.wikidata.org/entity/Q43631	Leiden	124093.0
Q162442	574344	http://www.wikidata.org/entity/Q162442	Prayagraj	5954391.0
Q230104	572778	http://www.wikidata.org/entity/Q230104	Nakhchivan	95100.0
Q40191	571181	http://www.wikidata.org/entity/Q40191	Hobart	222356.0
Q103217	570613	http://www.wikidata.org/entity/Q103217	Częstochowa	213107.0
Q749	570529	http://www.wikidata.org/entity/Q749	Groningen	202900.0
Q50816	569688	http://www.wikidata.org/entity/Q50816	Mississauga	717961.0
Q48338	569175	http://www.wikidata.org/entity/Q48338	Kayseri	1389680.0
Q40811	566579	http://www.wikidata.org/entity/Q40811	Sukhumi	64441.0
