title	score
Leviathan Wakes (The Expanse, #1)	1.0
Harry Potter: The Prequel (Harry Potter, #0.5)	1.0
Harry Potter and the Methods of Rationality	5.0
Life is What You Make It: A Story of Love, Hope and How Determination Can Overcome Even Destiny	3.0
Steve Jobs	4.5
The Secret of the Nagas (Shiva Trilogy #2)	4.0
The First Phone Call from Heaven	4.0
Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)	1.0
Half Girlfriend	5.0
Ramona Blue	5.0
Men Are from Mars, Women Are from Venus	2.0
Dreams from My Father: A Story of Race and Inheritance	1.0
The Yiddish Policemen's Union	1.0
Speak	5.0
Crossroads of Twilight (Wheel of Time, #10)	5.0
Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)	1.0
The Last Command (Star Wars: The Thrawn Trilogy, #3)	1.0
Dark Force Rising (Star Wars: The Thrawn Trilogy, #2)	1.0
Fruits Basket, Vol. 1	1.0
The Fires of Heaven (Wheel of Time, #5)	5.0
The Dragon Reborn (Wheel of Time, #3)	5.0
A Crown of Swords (Wheel of Time, #7)	5.0
Winter's Heart (Wheel of Time, #9)	5.0
Lord of Chaos (Wheel of Time, #6)	5.0
The Thirteenth Tale	1.0
The Sword of Shannara (The Original Shannara Trilogy, #1)	1.0
The Path of Daggers (Wheel of Time, #8)	5.0
Heir to the Empire (Star Wars: The Thrawn Trilogy #1)	1.0
Think and Grow Rich	5.0
Heidi	4.0
Twisted	1.0
The Last of the Mohicans (The Leatherstocking Tales #2)	4.0
The Elfstones of Shannara  (The Original Shannara Trilogy, #2)	1.0
The Amazing Adventures of Kavalier & Clay	1.0
Chains (Seeds of America, #1)	5.0
Twilight (Twilight, #1)	2.0
The Shadow Rising (Wheel of Time, #4)	5.0
Caliban's War (The Expanse, #2)	1.0
The Time Keeper	4.0
Ali's Pretty Little Lies (Pretty Little Liars, #0.5)	1.0
Red Queen (Red Queen, #1)	2.0
Yes Please	4.0
Glass Sword (Red Queen, #2)	2.0
King's Cage (Red Queen, #3)	2.0
The Magic Strings of Frankie Presto	4.0
Aftermath (Star Wars: Aftermath, #1)	1.0
The Force Awakens (Star Wars: Novelizations #7)	1.0
Find Her (Detective D.D. Warren, #8)	1.0
Cruel Crown (Red Queen, #0.1-#0.2)	2.0
My Absolute Darling	1.0
What Happened	1.0
The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny	4.0
Voyager (Outlander, #3)	2.0
The Fiery Cross (Outlander, #5)	2.0
The 48 Laws of Power	4.0
A Breath of Snow and Ashes (Outlander, #6)	2.0
An Echo in the Bone (Outlander, #7)	2.0
Dragonfly in Amber (Outlander, #2)	2.0
Drums of Autumn (Outlander, #4)	2.0
Fallen (Fallen, #1)	1.0
Torment (Fallen, #2)	1.0
Passion (Fallen, #3)	1.0
Rapture (Fallen, #4)	1.0
Written in My Own Heart's Blood (Outlander, #8)	2.0
Fallen in Love (Fallen, #3.5)	1.0
Tiny Beautiful Things: Advice on Love and Life from Dear Sugar	3.0
Insider (Exodus End, #1)	1.0
The Wrath and the Dawn (The Wrath and the Dawn, #1)	1.0
Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)	3.0
The Winner's Curse (The Winner's Trilogy, #1)	5.0
The Magnolia Story	5.0
Orphan Train	5.0
Gregor the Overlander (Underland Chronicles, #1)	2.0
We Were Liars	4.0
Influence: The Psychology of Persuasion	5.0
The Book of Mormon: Another Testament of Jesus Christ	5.0
The God Delusion	5.0
Predictably Irrational: The Hidden Forces That Shape Our Decisions	4.0
